transcript,gene_name,coords,entrezgene_id,hgnc_id,uniprot_id,description,type,rank,Frel,TID
p3@MT1M,MT1M,chr16:56666537..56666546;+,e:4499,h:14296,u:Q8N339,metallothionein 1M,gene with protein product,834,0.4324,T052341
p2@CCT4,CCT4,chr2:62115706..62115720;-,e:10575,h:1617,,chaperonin containing TCP1 subunit 4,gene with protein product,835,0.4309,T124123
p1@NRM,NRM,chr6:30658745..30658786;-,e:11270,h:8003,u:Q8IXM6;u:B0S7R0,nurim (nuclear envelope membrane protein),gene with protein product,836,0.4288,T163648
p1@TMEM106B,TMEM106B,chr7:12250943..12251012;+,e:54664,h:22407,u:C9J998,transmembrane protein 106B,gene with protein product,837,0.428,T170367
p3@CCDC91,CCDC91,chr12:28343353..28343364;+,e:55297,h:24855,,coiled-coil domain containing 91,gene with protein product,838,0.4279,T024387
p2@PEA15,PEA15,chr1:160175117..160175136;+,e:8682,h:8822,u:Q15121;u:B1AKZ4,phosphoprotein enriched in astrocytes 15,gene with protein product,839,0.4268,T084438
p1@ISG20L2,ISG20L2,chr1:156698181..156698263;-,e:81875,h:25745,u:Q9H9L3,interferon stimulated exonuclease gene 20 like 2,gene with protein product,840,0.4268,T083738
p2@PTTG1,PTTG1,chr5:159848807..159848847;+,e:9232,h:9690,u:O95997;u:Q9NZH5,pituitary tumor-transforming 1,gene with protein product,841,0.426,T151563
p6@MSC,MSC,chr8:72756023..72756055;-,e:9242,h:7321,,musculin,gene with protein product,842,0.4249,T186313
p35@SORBS3,SORBS3,chr8:22408856..22408867;+,e:10174,h:30907,u:O60504,sorbin and SH3 domain containing 3,gene with protein product,843,0.4237,T183226
p1@SFPQ,SFPQ,chr1:35658736..35658754;-,e:6421,h:10774,u:P23246;u:Q86VG2,splicing factor proline and glutamine rich,gene with protein product,844,0.4235,T093775
p4@ZFAND6,ZFAND6,chr15:80352249..80352286;+,e:54469,h:30164,u:Q6FIF0,zinc finger AN1-type containing 6,gene with protein product,845,0.4225,T047006
p2@FAM64A,FAM64A,chr17:6347729..6347756;+,e:54478,h:25483,u:Q9BSJ6,family with sequence similarity 64 member A,gene with protein product,846,0.4225,T061928
p1@PARP3,PARP3,chr3:51976338..51976429;+,e:10039,h:273,u:Q9Y6F1;u:F8WAY7,poly(ADP-ribose) polymerase family member 3,gene with protein product,847,0.4224,T136043
p3@TSKU,TSKU,chr11:76494253..76494317;+,e:25987,h:28850,u:Q8WUA8;u:B3KRF9,tsukushi; small leucine rich proteoglycan,gene with protein product,848,0.4222,T018656
p3@ZNF3,ZNF3,chr7:99679311..99679322;-,e:7551,h:13089,,zinc finger protein 3,gene with protein product,849,0.4221,T178906
p2@ANAPC11,ANAPC11,chr17:79849655..79849674;+,e:51529,h:14452,u:Q9NYG5,anaphase promoting complex subunit 11,gene with protein product,850,0.422,T064961
p7@PRC1,PRC1,chr15:91524220..91524224;-,e:9055,h:9341,,protein regulator of cytokinesis 1,gene with protein product,851,0.4197,T047958
p1@PPP2R3A,PPP2R3A,chr3:135684560..135684620;+,e:5523,h:9307,u:B4DNU1;u:Q06190,protein phosphatase 2 regulatory subunit B''alpha,gene with protein product,852,0.4197,T129382
p2@BNIP3,BNIP3,chr10:133795452..133795495;-,e:664,h:1084,u:Q12983,BCL2 interacting protein 3,gene with protein product,853,0.4185,T002555
p2@AP1G1,AP1G1,chr16:71842952..71843016;-,e:164,h:555,u:O43747;u:E7EUH1;u:B3KXW5;u:Q8IY97,adaptor related protein complex 1 gamma 1 subunit,gene with protein product,854,0.4181,T053695
p2@TNFSF12-TNFSF13;p2@TNFSF12,TNFSF12,chr17:7452442..7452465;+,e:407977;e:8742,h:11927;h:33537,u:Q8IZK7,tumor necrosis factor superfamily member 12,gene with protein product,855,0.417,T063495
p7@ATP2B4,ATP2B4,chr1:203596080..203596091;+,e:493,h:817,u:P23634,ATPase plasma membrane Ca2+ transporting 4,gene with protein product,856,0.4169,T088177
p1@UBE2E2,UBE2E2,chr3:23244579..23244630;+,e:7325,h:12478,u:C9J180,ubiquitin conjugating enzyme E2 E2,gene with protein product,857,0.4168,T133794
p1@PUF60,PUF60,chr8:144911476..144911517;-,e:22827,h:17042,u:E9PQ56;u:E9PL19,poly(U) binding splicing factor 60,gene with protein product,858,0.4167,T182256
p2@A2M,A2M,chr12:9268528..9268542;-,e:2,h:7,u:P01023,alpha-2-macroglobulin,gene with protein product,859,0.4135,T030278
p1@DHX16,DHX16,chr6:30640761..30640808;-,e:8449,h:2739,u:A2AB15,DEAH-box helicase 16,gene with protein product,860,0.413,T163611
p6@SRRT,SRRT,chr7:100481761..100481780;+,e:51593,h:24101,u:Q9BXP5,serrate; RNA effector molecule,gene with protein product,861,0.4125,T168758
p1@ADAM9,ADAM9,chr8:38854418..38854514;+,e:8754,h:216,u:C9J6H5;u:Q13443,ADAM metallopeptidase domain 9,gene with protein product,862,0.412,T184623
p1@CES2,CES2,chr16:66968343..66968402;+,e:8824,h:1864,u:O00748,carboxylesterase 2,gene with protein product,863,0.4113,T052942
p1@DUT,DUT,chr15:48624350..48624425;+,e:1854,h:3078,u:P33316,deoxyuridine triphosphatase,gene with protein product,864,0.4113,T044139
p4@GALT,GALT,chr9:34647078..34647100;+,e:2592,h:4135,,galactose-1-phosphate uridylyltransferase,gene with protein product,865,0.4108,T192816
p1@CCT7,CCT7,chr2:73461410..73461463;+,e:10574,h:1622,u:A8MWI8;u:F8WAM2;u:B8ZZC9;u:F8WBP8;u:F5GZK5;u:B7Z1C9,chaperonin containing TCP1 subunit 7,gene with protein product,866,0.4102,T125081
p3@CIT,CIT,chr12:120315074..120315097;-,e:11113,h:1985,u:O14578;u:Q2M5E1,citron rho-interacting serine/threonine kinase,gene with protein product,867,0.4097,T021830
p3@ERO1L,ERO1A,chr14:53162215..53162261;-,e:30001,h:13280,u:G3V5B3;u:G3V503,endoplasmic reticulum oxidoreductase 1 alpha,gene with protein product,868,0.4079,T038674
p1@TCP1,TCP1,chr6:160210613..160210641;-,e:6950,h:11655,u:F5GYL4;u:F5GZ03;u:F5GZI8;u:F5H282,t-complex 1,gene with protein product,869,0.405,T161511
p3@TMEM150A,TMEM150A,chr2:85829496..85829544;-,e:129303,h:24677,u:Q86TG1,transmembrane protein 150A,gene with protein product,870,0.4047,T125709
p1@H2AFZ,H2AFZ,chr4:100871420..100871440;-,e:3015,h:4741,,H2A histone family member Z,gene with protein product,871,0.4046,T138318
p2@ZYG11A,ZYG11A,chr1:53308505..53308544;+,e:440590,h:32058,u:Q6WRX3,zyg-11 family member A; cell cycle regulator,gene with protein product,872,0.4041,T095351
p48@CTNNB1,CTNNB1,chr3:41240805..41240836;+,e:1499,h:2514,u:P35222,catenin beta 1,gene with protein product,873,0.4038,T134660
p3@CCT3,CCT3,chr1:156294860..156294882;-,e:7203,h:1616,,chaperonin containing TCP1 subunit 3,gene with protein product,874,0.4032,T083587
p5@TOE1,TOE1,chr1:45805907..45805918;+,e:114034,h:15954,,target of EGR1; member 1 (nuclear),gene with protein product,875,0.403,T094869
