source,interaction,target,zero_order_r,r_sign
T158334,<->,T010532,0.319831697363185,+
T158334,<->,T159350,0.35987173091089,+
T158334,<->,T006749,0.518296107570801,+
T037825,<->,T178093,0.389413835736627,+
T037825,<->,T078505,0.107582665903292,+
T045080,<->,T127019,0.374295030583664,+
T045080,<->,T133794,0.339274672515297,+
T016722,<->,T046289,0.441926130064961,+
T063319,<->,T117796,-0.27616278439176,-
T063319,<->,T064525,-0.284558297750382,-
T063319,<->,T123166,0.323778126706275,+
T063319,<->,T136043,0.382581893336889,+
T117729,<->,T183216,0.284946195646865,+
T117729,<->,T183713,0.428463754296573,+
T007573,<->,T112148,0.396907074089197,+
T007573,<->,T074528,-0.22465468108441,-
T112148,<->,T010794,0.418276440289544,+
T112148,<->,T028618,0.336439419780058,+
T112148,<->,T055881,0.500551449834181,+
T112148,<->,T052341,0.211637051037173,+
T024246,<->,T052888,0.172667081852935,+
T024246,<->,T024245,0.593103607181777,+
T089343,<->,T078452,0.201132117391339,+
T089343,<->,T119425,0.195534422851806,+
T089343,<->,T161513,0.0833648664072964,+
T048516,<->,T053910,0.770569526095647,+
T135660,<->,T056212,0.441743193609367,+
T135660,<->,T088173,0.321148383243511,+
T135660,<->,T136043,0.37697880966412,+
T154656,<->,T126067,0.2155240126489,+
T154656,<->,T052363,0.091151207973292,+
T010794,<->,T150961,0.350501789114849,+
T010794,<->,T160102,0.475552710626427,+
T010794,<->,T022816,0.509256306190102,+
T010794,<->,T119423,0.374887712355999,+
T035689,<->,T033211,0.435667488978168,+
T035689,<->,T061928,0.54371387744979,+
T133709,<->,T133710,0.497147579580407,+
T078452,<->,T028181,0.300164054720779,+
T172168,<->,T135555,0.517754019418327,+
T172168,<->,T028257,-0.274369631182504,-
T172168,<->,T007721,0.303529283293145,+
T172168,<->,T064217,0.402429092992727,+
T172168,<->,T089398,0.401227190313975,+
T172168,<->,T002544,0.331757583894849,+
T150961,<->,T150963,0.578349221972409,+
T150961,<->,T010793,0.276079442287813,+
T042185,<->,T094800,0.275042486850218,+
T042185,<->,T007722,0.151792676718755,+
T042185,<->,T093202,0.272165325547643,+
T046720,<->,T056183,0.447581769719733,+
T192388,<->,T159350,0.472161105532111,+
T192388,<->,T189297,0.297301525678767,+
T192388,<->,T006742,0.589471885681099,+
T192388,<->,T174215,0.541155934048095,+
T192388,<->,T000394,0.407240853964196,+
T021831,<->,T142169,0.523922594734679,+
T021831,<->,T027141,0.740286416719218,+
T021831,<->,T133710,0.436625091916326,+
T021831,<->,T021830,0.641713432203104,+
T034488,<->,T155923,0.267283879481553,+
T034488,<->,T156570,0.0907339943045778,+
T034488,<->,T170367,0.345720400122974,+
T136949,<->,T028981,0.529494267100961,+
T136949,<->,T009570,0.425787633144266,+
T105234,<->,T195839,0.399251792224365,+
T105234,<->,T069423,0.560446746237863,+
T105234,<->,T173908,0.305975255972261,+
T105234,<->,T083778,0.277141231333939,+
T000456,<->,T007722,0.287903025802088,+
T000456,<->,T100486,0.363437239823795,+
T000456,<->,T123698,0.385985325561209,+
T000456,<->,T150934,0.502788224159302,+
T000456,<->,T014852,0.435119551792332,+
T000456,<->,T052884,0.437754053677747,+
T000456,<->,T011263,0.219755596594813,+
T000456,<->,T093775,-0.398905229853885,-
T106575,<->,T108400,0.417521492423797,+
T106575,<->,T063087,0.630204462545489,+
T083788,<->,T078346,0.530795786505214,+
T083788,<->,T137081,-0.385142778389055,-
T083788,<->,T039795,-0.420678675186525,-
T083788,<->,T033211,0.310882887503758,+
T078346,<->,T094800,0.627807513183252,+
T078346,<->,T187243,-0.356471494390807,-
T078346,<->,T182256,0.654428843156203,+
T175029,<->,T067440,0.342855422487781,+
T175029,<->,T001812,0.403723604463507,+
T005308,<->,T073588,0.516326544644545,+
T005308,<->,T046860,0.598109929809608,+
T058857,<->,T028257,-0.322013218065944,-
T058857,<->,T120141,-0.457764868402547,-
T058857,<->,T187532,-0.426772980818569,-
T058857,<->,T183216,0.354528057375719,+
T154945,<->,T142401,0.738462851335546,+
T067440,<->,T123698,0.421071769632254,+
T165679,<->,T084866,0.270633820256974,+
T165679,<->,T199607,0.286208563327825,+
T165679,<->,T126785,0.359878857977577,+
T165679,<->,T156570,0.255530627721314,+
T017360,<->,T056062,0.583015547972808,+
T195839,<->,T122326,0.33209920067848,+
T195839,<->,T189297,0.303883129774729,+
T195839,<->,T156570,0.225628878736006,+
T193798,<->,T186316,0.413855725911928,+
T066008,<->,T039795,0.455601375966874,+
T066008,<->,T069374,0.358218225074574,+
T069756,<->,T076811,0.68057168223963,+
T053910,<->,T050037,0.831038066312764,+
T053910,<->,T063087,0.845465808203988,+
T053910,<->,T016750,0.784118982182847,+
T053910,<->,T182514,0.872800354901222,+
T091502,<->,T176450,0.41729202574717,+
T106670,<->,T125081,0.71363262334359,+
T170760,<->,T178821,0.280200005738451,+
T170760,<->,T101418,0.370544065006529,+
T170760,<->,T133490,0.378185433845582,+
T073588,<->,T046847,0.33515858083808,+
T073588,<->,T032903,0.499910164264033,+
T073588,<->,T165004,0.449112761239112,+
T116058,<->,T110033,0.353434574252152,+
T116058,<->,T133490,0.22647811323911,+
T136648,<->,T100486,0.328893481234779,+
T136648,<->,T134710,0.308913079364729,+
T136648,<->,T072526,0.21944410893261,+
T136648,<->,T140760,0.321010374017385,+
T150696,<->,T150934,0.381564825191512,+
T150696,<->,T111019,0.438837259148215,+
T150696,<->,T064525,-0.259405245199815,-
T150696,<->,T123166,0.336670643557053,+
T150696,<->,T175734,-0.281851759633727,-
T108400,<->,T020697,-0.394704113969575,-
T108400,<->,T000394,0.503705177418508,+
T108400,<->,T071787,0.427565371477637,+
T095394,<->,T194375,0.58408491102586,+
T095394,<->,T178665,0.394266092355231,+
T094800,<->,T095309,0.686517286021864,+
T007722,<->,T007721,0.196846609973647,+
T007722,<->,T002544,0.230273222098567,+
T007722,<->,T088177,0.266836447239461,+
T016323,<->,T190459,0.543837866460584,+
T016323,<->,T092842,0.581898805064154,+
T016323,<->,T074510,0.39463339429843,+
T059393,<->,T018082,0.782485009679849,+
T059393,<->,T026456,0.782786275411716,+
T105763,<->,T023101,0.594868193141877,+
T105763,<->,T076126,0.531455113403536,+
T105763,<->,T105797,0.751260623402861,+
T169025,<->,T121125,-0.363228244772403,-
T169025,<->,T077861,0.198129389728713,+
T169025,<->,T043052,-0.316507631646504,-
T169025,<->,T052441,-0.323643890810528,-
T095310,<->,T095309,0.778049889189707,+
T095310,<->,T050037,0.718526058564172,+
T095310,<->,T023206,0.768295426022531,+
T119425,<->,T119423,0.334478639407451,+
T135555,<->,T056212,0.335978526217811,+
T135555,<->,T028618,0.273345364869555,+
T135555,<->,T052441,0.379041263991226,+
T150539,<->,T183713,0.312209949339207,+
T137081,<->,T023533,0.302846324360282,+
T137081,<->,T170367,0.400996693397457,+
T020697,<->,T022816,0.566237407548712,+
T020697,<->,T160526,0.455543469761453,+
T046847,<->,T033211,0.327875493208013,+
T046847,<->,T144479,0.411207611434559,+
T046847,<->,T117589,0.287517771301855,+
T110033,<->,T051614,0.281433740353808,+
T110033,<->,T159350,0.520142012432515,+
T130775,<->,T122205,0.331142214983445,+
T130775,<->,T138182,0.323107899243193,+
T130775,<->,T134106,0.33978564631404,+
T148742,<->,T148897,0.581237477602312,+
T148742,<->,T119423,0.389851100638117,+
T148742,<->,T129382,0.42951083868761,+
T122326,<->,T178821,0.291830105634983,+
T017334,<->,T028981,0.515908329876979,+
T017334,<->,T002555,0.475136665313388,+
T069423,<->,T090493,0.601993984781343,+
T117796,<->,T178093,0.347093352916692,+
T117796,<->,T032903,0.404001953871899,+
T117796,<->,T008662,0.377344393522915,+
T010532,<->,T085528,0.37561142554445,+
T010532,<->,T043052,-0.367261302349923,-
T010532,<->,T017161,0.6140429366577,+
T000978,<->,T199607,0.344782438735695,+
T187666,<->,T101418,0.547287300604627,+
T187666,<->,T008662,0.430991472532331,+
T187666,<->,T156570,0.193027205607262,+
T036299,<->,T142639,0.333054300513867,+
T054291,<->,T059214,0.590305115343571,+
T124809,<->,T076126,0.534389461093717,+
T124809,<->,T008662,0.336924254101354,+
T028257,<->,T178821,-0.099472557393199,-
T028257,<->,T190576,0.300069754027819,+
T028257,<->,T074510,0.289160454432144,+
T028257,<->,T163648,0.32572478679863,+
T041005,<->,T034242,0.524534105342875,+
T052888,<->,T002544,0.19397960603528,+
T052888,<->,T078505,0.17507223282185,+
T189434,<->,T046235,0.415075614934296,+
T189434,<->,T089256,0.302465503715138,+
T189434,<->,T052942,0.333184405097673,+
T032475,<->,T027208,0.446516420502971,+
T032475,<->,T194375,0.562612947689452,+
T032475,<->,T174215,0.698007984122596,+
T032475,<->,T008214,0.635876262842342,+
T095515,<->,T163896,0.496563774261072,+
T095515,<->,T156570,0.207901116926137,+
T100486,<->,T104383,-0.367793789113175,-
T100486,<->,T133794,0.396688306056786,+
T100486,<->,T052942,0.293137280011859,+
T051614,<->,T122205,-0.274403493430907,-
T027141,<->,T050037,0.775643639483532,+
T027141,<->,T148286,0.67632959543906,+
T190459,<->,T016750,0.647097720074849,+
T022264,<->,T016575,0.399581510857949,+
T022264,<->,T027208,-0.0960720095500337,-
T118901,<->,T024245,0.292647010319802,+
T118901,<->,T059180,0.467627687430007,+
T118901,<->,T038675,0.332068438725511,+
T118901,<->,T018656,0.242190038138804,+
T163896,<->,T187243,-0.335818877577766,-
T163896,<->,T076126,0.503090991869593,+
T163896,<->,T023206,0.784246683563668,+
T120141,<->,T007721,-0.325859032983538,-
T120141,<->,T022375,0.360371133724352,+
T180530,<->,T123698,-0.268068243272411,-
T180530,<->,T093535,0.398406862453521,+
T180530,<->,T033211,0.335514136857095,+
T180530,<->,T072583,-0.367426597894574,-
T180530,<->,T018656,-0.266777337300536,-
T016575,<->,T017161,0.428303549721971,+
T016575,<->,T047958,0.348541722616557,+
T160102,<->,T053330,0.380990792818933,+
T160102,<->,T083778,-0.297199889359482,-
T178093,<->,T027208,0.185174508972623,+
T178093,<->,T178821,0.285749368318486,+
T178093,<->,T133793,0.182193508373907,+
T178093,<->,T119423,0.170675888393521,+
T178093,<->,T176452,0.193411773662225,+
T178093,<->,T053695,0.376798177012424,+
T027208,<->,T000094,0.204439225557798,+
T027208,<->,T173908,0.291272505228712,+
T027208,<->,T083778,0.293186558200318,+
T027208,<->,T156570,0.182282489010299,+
T121125,<->,T039795,0.44397572974683,+
T121125,<->,T052884,0.393331297205314,+
T028181,<->,T150934,0.423600821277691,+
T028181,<->,T088177,0.374869812991067,+
T023101,<->,T085528,0.306283413015152,+
T023101,<->,T092842,0.47607126287444,+
T158729,<->,T056212,0.420193994913353,+
T158729,<->,T024387,0.304765906846671,+
T152941,<->,T174215,0.760844785489626,+
T152941,<->,T004396,0.283372098865074,+
T007721,<->,T004343,0.346880537543031,+
T007721,<->,T046661,0.14005064390306,+
T018082,<->,T023206,0.79831468580252,+
T001800,<->,T126067,0.228102294814696,+
T001800,<->,T190037,0.274129743920655,+
T001800,<->,T083587,0.223251955194981,+
T089256,<->,T024245,0.306030578281789,+
T089256,<->,T110726,0.359228236684094,+
T089256,<->,T043052,0.314103333903652,+
T089256,<->,T133794,0.291352756127996,+
T032903,<->,T117589,0.37586509310132,+
T056950,<->,T098885,0.436851394953666,+
T056950,<->,T092842,-0.385066595931818,-
T039795,<->,T056183,0.559799860000819,+
T039795,<->,T022816,0.536611657532386,+
T187532,<->,T180398,0.46973953514547,+
T187532,<->,T178906,0.186200934257919,+
T062713,<->,T111019,0.359114519007698,+
T062713,<->,T049357,0.348295307785775,+
T122205,<->,T015936,-0.365004926538572,-
T122205,<->,T121954,0.275401821459646,+
T024245,<->,T167636,0.0877123572224825,+
T024245,<->,T110726,0.287926275763214,+
T165786,<->,T155923,0.0730551010682957,+
T165786,<->,T093535,0.439179516618505,+
T077861,<->,T092842,0.375073252241532,+
T077861,<->,T170118,0.292251844902842,+
T077861,<->,T134106,-0.373296492282403,-
T077861,<->,T071787,0.263367249803845,+
T077861,<->,T163611,0.293729809412659,+
T150963,<->,T183713,0.364776302830449,+
T150963,<->,T063495,0.445649654036153,+
T167636,<->,T199607,0.279466280329401,+
T167636,<->,T053330,-0.219258038902146,-
T178961,<->,T028981,0.413007117827945,+
T178961,<->,T072583,0.419226884608614,+
T178961,<->,T071261,0.335476546357276,+
T142639,<->,T170367,0.332620594911999,+
T095309,<->,T190037,0.658904884893297,+
T159350,<->,T189297,0.299457876949298,+
T159350,<->,T161513,0.239715186626328,+
T159350,<->,T161514,0.300733349244169,+
T155923,<->,T145734,0.335293715027691,+
T155923,<->,T125709,0.314776727193586,+
T084866,<->,T000094,0.255775679463905,+
T084866,<->,T189558,0.312621969923511,+
T002571,<->,T064525,0.363606023940307,+
T002571,<->,T161513,0.277193575314175,+
T002571,<->,T140997,0.49009722072125,+
T123698,<->,T111019,0.455649230035667,+
T123698,<->,T184623,0.45525925339301,+
T059214,<->,T008662,0.223305898143315,+
T150934,<->,T020570,0.564523258836672,+
T150934,<->,T001939,-0.0937684471472405,-
T150934,<->,T136043,0.428139689777594,+
T050693,<->,T089398,0.476497439867198,+
T050693,<->,T174215,-0.391299651241386,-
T050693,<->,T072583,0.466252468058994,+
T050693,<->,T059040,0.492743096687329,+
T178821,<->,T178906,0.111294766090847,+
T178821,<->,T168758,0.241250552732055,+
T183216,<->,T089341,0.348920605512715,+
T183216,<->,T078505,0.178166032180768,+
T015936,<->,T160526,-0.44105922263157,-
T015936,<->,T083778,0.418739652722575,+
T015936,<->,T182256,0.522415468269305,+
T061404,<->,T199607,0.489654425282933,+
T059180,<->,T053330,-0.180027572375206,-
T194375,<->,T129382,0.179367135000289,+
T093757,<->,T111019,0.454974400890253,+
T093757,<->,T047006,0.336066142353076,+
T166622,<->,T000094,0.23732235788934,+
T085528,<->,T071787,0.304820835526673,+
T098885,<->,T150964,0.567700803240722,+
T098885,<->,T001812,0.234448184177171,+
T098885,<->,T004343,0.386437766465447,+
T098885,<->,T184623,0.461080832389891,+
T038826,<->,T142401,0.731915648783111,+
T038826,<->,T074510,0.450238087233561,+
T022375,<->,T156570,0.252828720893948,+
T022375,<->,T064961,0.33033588054108,+
T038675,<->,T133793,0.271384342775523,+
T038675,<->,T002555,0.309861881317678,+
T038675,<->,T184623,0.44912436414167,+
T164754,<->,T175734,-0.254674106562699,-
T164754,<->,T087744,0.367884306138173,+
T020570,<->,T148897,0.558198745872454,+
T198042,<->,T033211,0.39911420889832,+
T102535,<->,T165004,0.493727481468569,+
T102535,<->,T031631,0.42968169985742,+
T102535,<->,T170118,0.554099132642417,+
T033602,<->,T052441,0.352814028820241,+
T164318,<->,T105797,0.573118691858504,+
T164318,<->,T190037,0.540958970376109,+
T028981,<->,T072526,0.237500719217171,+
T028981,<->,T023533,0.393230096658174,+
T056183,<->,T133793,0.439126692864409,+
T056183,<->,T150964,0.41369270724981,+
T056183,<->,T176452,0.479724048697149,+
T056183,<->,T052942,0.352218327308638,+
T093535,<->,T180398,0.485298307202806,+
T093535,<->,T090493,0.596279748526536,+
T126067,<->,T178665,0.351100842706869,+
T062124,<->,T047958,0.395615815776299,+
T033211,<->,T186313,-0.208201067891472,-
T033211,<->,T178906,0.172798565984098,+
T104383,<->,T161511,0.571023000956362,+
T022816,<->,T024387,0.295292658337782,+
T022816,<->,T047006,0.394716778079156,+
T134710,<->,T025057,0.22080655389463,+
T134710,<->,T011263,0.217209217346912,+
T134710,<->,T121954,0.299844787443046,+
T152840,<->,T182256,0.678791753136561,+
T178665,<->,T144479,0.431942153236725,+
T178665,<->,T194897,0.414374566690079,+
T178665,<->,T116890,0.506078595256286,+
T089398,<->,T049357,0.35377881333446,+
T089398,<->,T173908,0.144806933278838,+
T089398,<->,T078505,0.193983682951129,+
T006749,<->,T175734,0.49401363213246,+
T194088,<->,T018656,-0.12078536102722,-
T194088,<->,T063495,0.263803801919647,+
T002544,<->,T013131,0.256220941922042,+
T002544,<->,T163611,-0.252567218090848,-
T133710,<->,T148286,0.44438145534968,+
T133710,<->,T178906,0.175219525415658,+
T046289,<->,T049357,0.531197256837902,+
T190576,<->,T074528,0.277549173897175,+
T190576,<->,T173908,0.356808199215923,+
T043456,<->,T023206,0.813028108987924,+
T111019,<->,T052441,0.454281367359625,+
T165004,<->,T168758,0.24369524002841,+
T014852,<->,T180398,-0.329307900858634,-
T014852,<->,T134106,0.339731707405943,+
T014852,<->,T121954,0.420551905594069,+
T089341,<->,T052342,0.442898009759071,+
T089341,<->,T174478,0.307968437852831,+
T089341,<->,T063495,0.352247250209941,+
T056212,<->,T028618,0.202809495711946,+
T052332,<->,T052341,0.488607208189594,+
T052332,<->,T002555,0.330284210994375,+
T185247,<->,T011263,0.163122424500314,+
T185247,<->,T184623,0.396012481739493,+
T183713,<->,T147114,0.514598953849012,+
T034242,<->,T192816,0.167350248661559,+
T189297,<->,T000094,0.247515664287623,+
T189297,<->,T161513,0.261910271333712,+
T064525,<->,T047006,-0.269939362136216,-
T133793,<->,T174478,0.368999868453199,+
T133793,<->,T084438,0.40700151060233,+
T133793,<->,T133794,0.404497973682547,+
T133793,<->,T052942,0.399837902267096,+
T025057,<->,T030278,0.300076038067627,+
T148897,<->,T074528,0.149545406689051,+
T148897,<->,T123166,0.402451094998283,+
T148897,<->,T043052,0.382783526028876,+
T150964,<->,T030278,0.454962966079553,+
T180398,<->,T200604,0.318942986322623,+
T132570,<->,T047958,0.285532883017792,+
T132570,<->,T083587,0.322303549252555,+
T074528,<->,T175734,0.217603136330929,+
T123166,<->,T156570,0.165731995891696,+
T127019,<->,T134106,0.357020522167202,+
T127019,<->,T129382,0.323634512729155,+
T127019,<->,T184623,0.522410809083935,+
T175734,<->,T173908,0.445937806754325,+
T175734,<->,T083778,0.317368744468112,+
T175734,<->,T044139,0.534144657724775,+
T043052,<->,T145734,0.37502578157641,+
T063461,<->,T081886,0.451203980878426,+
T063461,<->,T184623,-0.394953596025385,-
T063461,<->,T095351,0.479938125816621,+
T199607,<->,T189558,0.390713839930358,+
T144479,<->,T051180,0.458083922347503,+
T000094,<->,T134106,0.106423648049824,+
T147114,<->,T182932,0.376989163470152,+
T147114,<->,T084438,0.481688508717995,+
T001939,<->,T183226,0.302116722486807,+
T189532,<->,T170118,0.408567312190313,+
T092842,<->,T163611,0.3998572771994,+
T092842,<->,T161511,0.549422795718182,+
T194694,<->,T124123,0.548402430864935,+
T001812,<->,T187589,0.404286952431969,+
T001812,<->,T021830,0.102275783742336,+
T006742,<->,T174215,0.558013631010633,+
T017161,<->,T053695,0.448086046808103,+
T013131,<->,T004343,0.314124993399217,+
T182514,<->,T023206,0.888564386084959,+
T126785,<->,T156570,0.332939395679547,+
T126785,<->,T094869,0.396153131477784,+
T001374,<->,T134106,0.395633792652506,+
T117589,<->,T071787,0.295005019459114,+
T031631,<->,T052441,-0.327846628853133,-
T031631,<->,T186313,-0.221988019525374,-
T088173,<->,T004396,0.267656405456719,+
T140760,<->,T046661,0.188777190960016,+
T140760,<->,T088177,0.390552413543355,+
T023533,<->,T004343,0.364984672507334,+
T009570,<->,T136043,0.525405940793402,+
T059040,<->,T030278,0.358506274802025,+
T173908,<->,T163648,0.433650876858631,+
T000394,<->,T090493,0.560668830981482,+
T000394,<->,T008481,0.427159830734421,+
T000394,<->,T083738,0.545227437951257,+
T134106,<->,T184623,0.440768698265579,+
T116890,<->,T090493,0.620626494935847,+
T011263,<->,T078505,0.144633109905687,+
T056062,<->,T083738,0.410407085732468,+
T056062,<->,T095351,0.47116478049688,+
T083778,<->,T074510,0.356577942524866,+
T071261,<->,T063495,0.46927129493174,+
T176452,<->,T174478,0.422425150417392,+
T093202,<->,T163611,0.366456497956746,+
T008481,<->,T125081,0.441119672096289,+
T187589,<->,T052341,0.184274259783895,+
T187589,<->,T018656,0.160675045357521,+
T156570,<->,T163611,0.189196165202902,+
T156570,<->,T094869,0.28359208876869,+
T052441,<->,T184623,0.432968066763098,+
T124123,<->,T161511,0.614774175820401,+
T170367,<->,T178906,0.125432612461402,+
T183226,<->,T030278,0.256658646646942,+
T061928,<->,T064961,0.580271857007479,+
T061928,<->,T138318,0.617099565723155,+
T064961,<->,T125081,0.595144685430762,+
T047958,<->,T083587,0.39216801668419,+
T168758,<->,T083587,0.248598744580081,+
