,v1,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
9110,VIT_06s0004g00530,,Vitvi06g00054,,,,Origin recognition complex 1b protein,,,K02603_2,vv44110Cell_cycle,vv60048PHD
9111,VIT_06s0004g00550,,Vitvi06g00058,,,,No hit,,,,,
9112,VIT_06s0004g00580,,Vitvi06g00060,,,,Hydrolase; alpha/beta fold family protein,,,,,
9113,VIT_06s0004g00590,,Vitvi06g00061,,,,Lysine decarboxylase,,,E4_1_1_18,vv10300Lysine_biosynthesis,
9114,VIT_06s0004g00600,,Vitvi06g00062,,,,SUB1 (short under blue light 1),,,,,
9115,VIT_06s0004g00610,,Vitvi06g00063,,,,Accelerated cell death 1 ACD1,,,ACD1,vv50133Primary_active_transporter_cat_A9_to_A18,
9116,VIT_06s0004g00620,,Vitvi06g00064,,,,Accelerated cell death 1 ACD1,,,ACD1,vv50133Primary_active_transporter_cat_A9_to_A18,
9117,VIT_06s0004g00630,,Vitvi06g00066,,,,Accelerated cell death 1 ACD1,,,ACD1,vv50133Primary_active_transporter_cat_A9_to_A18,
9118,VIT_06s0004g00650,,Vitvi06g00067,,,,Accelerated cell death 1 ACD1,,,ACD1,vv50133Primary_active_transporter_cat_A9_to_A18,
9119,VIT_06s0004g00660,,Vitvi06g00068,,,,Accelerated cell death 1 ACD1,,,ACD1,vv50133Primary_active_transporter_cat_A9_to_A18,
9120,VIT_06s0004g00680,,Vitvi06g00070,,,,Unknown protein,,,,,
9121,VIT_06s0004g00690,,Vitvi06g00071,,,,Calmodulin-binding region IQ,,,,,
9122,VIT_06s0004g00700,,Vitvi06g00072,,,,Transcription initiation factor TFIID subunit D6,,,K03132,vv23022Basal_transcription_factors,
9123,VIT_06s0004g00710,,Vitvi06g00073,,,,Pre-mRNA splicing factor cwc22,,,,,
9124,VIT_06s0004g00720,,Vitvi06g00074,,,,Glucan endo-1;3-beta-glucosidase 4 precursor,,,E3_2_1_39,vv10500Starch_and_sucrose_metabolism,
9125,VIT_06s0004g00730,,Vitvi06g00075,,,,Ubiquitin-conjugating enzyme E2 D/E,,,K06689,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
9126,VIT_06s0004g00760,,Vitvi06g00076,,,,Leucoanthocyanidin dioxygenase-like protein,,,E1_14_11_19,vv10941Flavonoid_biosynthesis,
9127,VIT_06s0004g00770,,Vitvi06g00077,,,,Leucoanthocyanidin dioxygenase-like protein,,,E1_14_11_19,vv10941Flavonoid_biosynthesis,
9128,VIT_06s0004g00780,,Vitvi06g00078,,,,Adenosylhomocysteinase,,,E3_3_1_1,vv10271Methionine_metabolism,vv10450Selenoamino_acid_metabolism
9129,VIT_06s0004g00790,,Vitvi06g00079,,,,Amino acid permease,,,AAPREL,vv50123Porters_cat_18_to_29,
9130,VIT_06s0004g00810,,Vitvi06g00083,,,,Unknown protein,,,,,
9131,VIT_06s0004g00830,,Vitvi06g00085,,,,Serine/threonine protein phosphatase PP2A-4 catalytic subunit (PP2A4),,,K04382,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway
9132,VIT_06s0004g00840,,Vitvi06g00086,,,,DEAD box RNA helicase,,,DEADBOX,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
9133,VIT_06s0004g00860,,Vitvi06g00087,,,,Kelch-like protein 2/3,,,K10443,vv44110Cell_cycle,
9134,VIT_06s0004g00880,,Vitvi06g00089,,,,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,,
9135,VIT_06s0004g00890,,Vitvi06g00091,,,,Unknown protein,,,,,
9136,VIT_06s0004g00900,,Vitvi06g00092,,,,C-myc binding protein; prefoldin,,,,,
9137,VIT_06s0004g00910,,Vitvi06g00093,,,,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,,
9138,VIT_06s0004g00920,,Vitvi06g00094,,,,Phosphatidylinositol glycan; class V,,,K07542,vv10563Glycosylphosphatidylinositol-anchor_biosynthesis,
9139,VIT_06s0004g00930,,Vitvi06g00095,,,,Splicing factor I,,,,,
9140,VIT_06s0004g00940,,Vitvi06g00096,,,,Carbamoyl-phosphate synthase; large subunit,,,E6_3_5_5,vv10240Pyrimidine_metabolism,vv10251Glutamate_metabolism
9141,VIT_06s0004g00950,,Vitvi06g00097,,,,HUB2 (histone mono-ubiquitination 2),,,HUB2,vv60078Other_zf-C3HC4,
9142,VIT_06s0004g01060,,Vitvi06g00100,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,
9143,VIT_06s0004g01070,,Vitvi06g00101,,,,No hit,,,,,
9144,VIT_06s0004g01080,,Vitvi06g00102,,,,Chromomethylase,,,,,
9145,VIT_06s0004g01090,,Vitvi06g00104,,,,Protein kinase,,,,,
9146,VIT_06s0004g01100,,Vitvi06g00105,,,,Embryo sac development arrest 3,,,EDA3,,
9147,VIT_06s0004g01110,,Vitvi06g00106,,,,Cation efflux family protein MTPc3,,,MTPC3,vv50121Porters_cat_1_to_6,
9148,VIT_06s0004g01120,,Vitvi06g00107,,,,YqeH GTP binding,,,,,
9149,VIT_06s0004g01130,,Vitvi06g00108,,,,Seven in absentia SINA2,,,K04506,vv24120Ubiquitin_mediated_proteolysis,
9150,VIT_06s0004g01160,,Vitvi06g00110,,,,10-formyltetrahydrofolate synthetase,,,E6_3_4_3,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv10670One_carbon_pool_by_folate
9151,VIT_06s0004g01200,,Vitvi06g00113,,,,Beta-1;3-glucan synthase,,,E2_4_1_34,vv10500Starch_and_sucrose_metabolism,
9152,VIT_06s0004g01210,,Vitvi06g00114,,,,PRLI-interacting factor A,,,,,
9153,VIT_06s0004g01220,,Vitvi06g00115,,,,PAP/fibrillin family,,,K06825,,
9154,VIT_06s0004g01230,,Vitvi06g00116,,,,DC1 domain-containing protein,,,,,
9156,VIT_06s0004g01260,,Vitvi06g00120,,,,U-box protein,,,,,
9157,VIT_06s0004g01270,,Vitvi06g00121,,,,Callose synthase catalytic subunit,,,E2_4_1_34,vv10500Starch_and_sucrose_metabolism,
9158,VIT_06s0004g01290,,Vitvi06g00123,,,,KH domain and CCCH containing protein,,,KHCCCFAM_3,vv60018C3H,
9159,VIT_06s0004g01300,,Vitvi06g00124,,,,Proton-dependent oligopeptide transport (POT) family protein,,,POT,vv50122Porters_cat_7_to_17,
9160,VIT_06s0004g01310,,Vitvi06g00125,,,,Enoyl-(acyl-carrier-protein) reductase (NADH); chloroplast precursor,,,E1_3_1_9,vv10061Fatty_acid_biosynthesis,
9161,VIT_06s0004g01320,,Vitvi06g00126,,,,Unknown protein,,,,,
9162,VIT_06s0004g01330,,Vitvi06g00128,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,
9163,VIT_06s0004g01340,,Vitvi06g00129,,,,Esterase/lipase/thioesterase,,,,,
9164,VIT_06s0004g01350,,Vitvi06g00130,,,,Emsy N terminus domain-containing protein,,,,,
9165,VIT_06s0004g01360,,Vitvi06g00132,,,,Selenoprotein O,,,,,
9166,VIT_06s0004g01370,,Vitvi06g00133,,,,Lipoyltransferase,,,E2_3_1_181,vv10061Fatty_acid_biosynthesis,
9167,VIT_06s0004g01380,,Vitvi06g00134,,,,S-receptor kinase,,,,,
9168,VIT_06s0004g01390,,Vitvi06g00136,,,,S-receptor kinase,,,,,
9169,VIT_06s0004g01400,,Vitvi06g00137,,,,S-receptor kinase,,,,,
9170,VIT_06s0004g01410,,Vitvi06g00139,,,,S-receptor kinase,,,,,
9171,VIT_06s0004g01420,,Vitvi06g00141,,,,Glycosyl hydrolase family 1 protein,,,,,
9172,VIT_06s0004g01430,,Vitvi06g00145,,,,ABA glucosidase,,,ABAGLC,vv11013ABA_biosynthesis,
9173,VIT_06s0004g01440,,Vitvi06g00148,,,,ABA glucosidase,,,ABAGLC,vv11013ABA_biosynthesis,
9174,VIT_06s0004g01520,,Vitvi06g00159,,,,Pentatricopeptide (PPR) repeat-containing,,,,,
9175,VIT_06s0004g01530,,Vitvi06g00160,,,,DNA topoisomerase 6 subunit B (TOP6B),,,E5_99_1_3,,
9176,VIT_06s0004g01540,,Vitvi06g00161,,,,Oxidoreductase,,,,,
9177,VIT_06s0004g01550,,Vitvi06g00162,,,,Phosphoribosylanthranilate transferase,,,E2_4_2_18,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
9178,VIT_06s0004g01560,,Vitvi06g00163,,,,Unknown,,,,,
9179,VIT_06s0004g01580,,Vitvi06g00164,,,,Lipoxygenase,,,E1_13_11_12,vv10592alpha-Linolenic_acid_metabolism,
9180,VIT_06s0004g01600,,Vitvi06g00165,,,,No hit,,,,,
9181,VIT_06s0004g01610,,Vitvi06g00166,,,,Ethylene-insensitive33 (EIL3),,,EIL3,vv30008Ethylene_signaling,vv60027EIL
9182,VIT_06s0004g01630,,Vitvi06g00167,,,,Transcription factor jumonji (jmjC) domain-containing protein,,,JMJD5,vv60038Jumonji,
9183,VIT_06s0004g01640,,Vitvi06g00169,,,,UDP-glucoronosyl and UDP-glucosyl transferase,,,,,
9184,VIT_06s0004g01650,,Vitvi06g00170,,,,Acetyl-CoA carboxylase; biotin carboxylase,,,E6_4_1_2,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
9185,VIT_06s0004g01670,,Vitvi06g00172,,,,UDP-glucoronosyl and UDP-glucosyl transferase,,,,,
9186,VIT_06s0004g01680,,Vitvi06g00173,,,,Unknown protein,,,,,
9187,VIT_06s0004g01690,,Vitvi06g00175,,,,Histone H3,,,,,
9188,VIT_06s0004g01700,,Vitvi06g00177,,,,Ribosomal protein L6 60S,,,K02933,vv23010Ribosome,
9189,VIT_06s0004g01710,,Vitvi06g00178,,,,Histone H3,,,,,
9190,VIT_06s0004g01720,,Vitvi06g00179,,,,Unknown protein,,,,,
9191,VIT_06s0004g01730,,Vitvi06g00180,,,,Unknown protein,,,,,
9192,VIT_06s0004g01750,,Vitvi06g00182,,,,Polygalacturonase inhibitor protein,,,PGIP,,
9193,VIT_06s0004g01770,,Vitvi06g00184,,,,Acetyl-CoA carboxylase; biotin carboxylase,,,E6_4_1_2,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
9194,VIT_06s0004g01780,,Vitvi06g00185,,,,Serine/threonine-protein kinase OXI1,,,,,
9195,VIT_06s0004g01790,,Vitvi06g00186,,,,Zf A20 and AN1 domain-containing stress-associated protein 5,,,SAP5_2,vv60077Other_zf-AN1,
9196,VIT_06s0004g01810,,Vitvi06g00188,,,,MSF1,,,,,
9197,VIT_06s0004g01820,,Vitvi06g00189,,,,Zf A20 and AN1 domain-containing stress-associated protein 2,,,SAP2_3,vv60077Other_zf-AN1,
9198,VIT_06s0004g01830,,Vitvi06g00191,,,,NIMA-related protein kinase,,,K08857,,
9199,VIT_06s0004g01840,,Vitvi06g00192,,,,Cytochrome c-type biogenesis protein,,,,,
9200,VIT_06s0004g01860,,Vitvi06g00193,,,,Zinc transporter ZIP3,,,ZIP3,vv50121Porters_cat_1_to_6,
9201,VIT_06s0004g01880,,Vitvi06g00198,,,,OEP80 (outer envelope protein of 80 kda),,,OEP80,vv50101Channels_and_pores,
9202,VIT_06s0004g01890,,Vitvi06g00199,,,,Cu2+-exporting ATPase HMA5 (heavy metal ATPase 5),,,K01533_HMA5,vv50131Primary_active_transporter_cat_A2_to_A4,
9203,VIT_06s0004g01900,,Vitvi06g00200,,,,Homeodomain-like,,,,,
9204,VIT_06s0004g01910,,Vitvi06g00201,,,,ADP;ATP carrier protein,,,K05863,vv50123Porters_cat_18_to_29,
9205,VIT_06s0004g01920,,Vitvi06g00202,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,
9206,VIT_06s0004g01930,,Vitvi06g00203,,,,Zinc finger (C3HC4-type ring finger)BIG BROTHER,,,BIGBROTHER_2,vv60078Other_zf-C3HC4,
9207,VIT_06s0004g02020,,Vitvi06g00204,,,,No hit,,,,,
9208,VIT_06s0004g02030,,Vitvi06g00205,,,,Xanthine dehydrogenase/oxidase,,,E1_17_1_4,vv10230Purine_metabolism,vv44146Peroxisome
9209,VIT_06s0004g02040,,Vitvi06g00206,,,,RNA-binding protein 45 (RBP45),,,,,
9210,VIT_06s0004g02050,,Vitvi06g00207,,,,Origin recognition complex subunit 1 protein,,,K02603_3,vv44110Cell_cycle,vv60048PHD
9211,VIT_06s0004g02070,,Vitvi06g00211,,,,GTP-binding protein engA,,,ENGA,,
9212,VIT_06s0004g02090,,Vitvi06g00212,,,,Nucleolar GTP-binding protein NOG1,,,K06943,vv23008Ribosome_biogenesis_in_Eukaryotes,
9213,VIT_06s0004g02100,,Vitvi06g00213,,,,3-beta-hydroxysteroid-delta-isomerase,,,E5_3_3_5,vv10100Biosynthesis_of_steroids,
9214,VIT_06s0004g02120,,Vitvi06g00215,,,,Oxoglutarate/malate translocator,,,DIT1,vv50124Porters_cat_30_to_64,
9215,VIT_06s0004g02130,,Vitvi06g00216,,,,No hit,,,,,
9216,VIT_06s0004g02160,,Vitvi06g00218,,,,Zinc finger (CCCH-type) family protein,,,CCCHFAM_28,vv60018C3H,
9217,VIT_06s0004g02170,,Vitvi06g00219,,,,Histidinol-phosphate aminotransferase,,,E2_6_1_9,vv10340Histidine_metabolism,vv10350Tyrosine_metabolism
9218,VIT_06s0004g02180,,Vitvi06g00220,,,,Histidinol-phosphate aminotransferase,,,E2_6_1_9,vv10340Histidine_metabolism,vv10350Tyrosine_metabolism
9219,VIT_06s0004g02200,,Vitvi06g00222,,,,Unknown protein,,,,,
9220,VIT_06s0004g02220,,Vitvi06g00223,,,,Heterogeneous nuclear ribonucleoprotein,,,,,
9221,VIT_06s0004g02260,,Vitvi06g00224,,,,No hit,,,,,
9222,VIT_06s0004g02280,,Vitvi06g00225,,,,Translocation protein SEC62,,,K12275,vv23060Protein_export,vv24141Protein_processing_in_endoplasmic_reticulum
9223,VIT_06s0004g02290,,Vitvi06g00226,,,,Unknown,,,,,
9224,VIT_06s0004g02310,,Vitvi06g00228,,,,No hit,,,,,
9225,VIT_06s0004g02320,,Vitvi06g00229,,,,Unknown protein,,,,,
9226,VIT_06s0004g02330,,Vitvi06g00230,,,,Sulfite reductase,,,E1_8_7_1,vv10450Selenoamino_acid_metabolism,vv10920Sulfur_metabolism
9227,VIT_06s0004g02360,,Vitvi06g00231,,,,Myosin-related,,,MYOSINR,vv44810Regulation_of_actin_cytoskeleton,
9228,VIT_06s0004g02390,,Vitvi06g00234,,,,Triacylglycerol lipase,,,E3_1_1_3,vv10561Glycerolipid_metabolism,
9229,VIT_06s0004g02400,,Vitvi06g00235,,,,Unknown protein,,,,,
9230,VIT_06s0004g02410,,Vitvi06g00236,,,,ATP-NAD kinase,,,E2_7_1_23,vv10760Nicotinate_and_nicotinamide_metabolism,
9231,VIT_06s0004g02430,,Vitvi06g00237,,,,SPla/RYanodine receptor (SPRY) domain-containing,,,SPRY,vv50101Channels_and_pores,
9232,VIT_06s0004g02460,,Vitvi06g00238,,,,Myb family,,,MYBREL_4,vv60045MYBrelated,
9233,VIT_06s0004g02480,,Vitvi06g00241,,,,Cysteine peptidase,,,E3_4_22_x,,
9234,VIT_06s0004g02500,,Vitvi06g00243,,,,Arsenite-transporting ATPase (ArsA),,,K01551,vv50131Primary_active_transporter_cat_A2_to_A4,
9235,VIT_06s0004g02510,,Vitvi06g00244,,,,Unknown protein,,,,,
9236,VIT_06s0004g02520,,Vitvi06g00245,,,,Telomere repeat binding factor like TRFL6,,,TRFL6_1,vv60045MYBrelated,
9237,VIT_06s0004g02530,,Vitvi06g00246,,,,Wall-associated receptor kinase 5,,,,,
9238,VIT_06s0004g02590,,Vitvi06g00250,,,,Carbonic anhydrase,,,E4_2_1_1,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
9239,VIT_06s0004g02600,,Vitvi06g00254,,,,MOM1 (maintenance of methylation1),,,MOM1,,
9240,VIT_06s0004g02610,,Vitvi06g00255,,,,MOM1 (maintenance of methylation1),,,MOM1,,
9241,VIT_06s0004g02630,,Vitvi06g00258,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4,,
9242,VIT_06s0004g02640,,Vitvi06g00259,,,,Receptor protein kinase PERK1,,,,,
9243,VIT_06s0004g02660,,Vitvi06g00261,,,,Exonuclease RRP41 (RRP41),,,K11600,vv23018RNA_degradation,
9244,VIT_06s0004g02670,,Vitvi06g00262,,,,Cyclic nucleotide-gated ion channel 15,,,K05391_CNGC15,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
9245,VIT_06s0004g02680,,Vitvi06g00263,,,,Lysine decarboxylase,,,E4_1_1_18,vv10300Lysine_biosynthesis,
9246,VIT_06s0004g02690,,Vitvi06g00266,,,,Glycosyl transferase family 2 protein,,,,,
9247,VIT_06s0004g02700,,Vitvi06g00267,,,,Unknown protein,,,,,
9248,VIT_06s0004g02710,,Vitvi06g00268,,,,Drug/metabolite transporter DMT family transporter,,,DMT,vv50122Porters_cat_7_to_17,
9249,VIT_06s0004g02720,,Vitvi06g00269,,,,Pleckstriny (PH) domain-containing protein,,,,,
9250,VIT_06s0004g02730,,Vitvi06g00270,,,,Unknown protein,,,,,
9251,VIT_06s0004g02740,,Vitvi06g00271,,,,GATA transcription factor 10,,,BME3_ZF_2,vv10904Diterpenoid_biosynthesis,vv60016C2C2-GATA
9252,VIT_06s0004g02760,,Vitvi06g00273,,,,SAR1 (secretion-associated ras),,,K07953,vv24141Protein_processing_in_endoplasmic_reticulum,vv50110Protein_coat
9253,VIT_06s0004g02770,,Vitvi06g00274,,,,SIT4 phosphatase-associated,,,,,
9254,VIT_06s0004g02790,,Vitvi06g00275,,,,Unknown protein,,,,,
9255,VIT_06s0004g02810,,Vitvi06g00277,,,,DsRNA-binding protein 2 (DRB2),,,,,
9256,VIT_06s0004g02820,,Vitvi06g00278,,,,Sand family,,,,,
9257,VIT_06s0004g02830,,Vitvi06g00279,,,,Unknown protein,,,,,
9258,VIT_06s0004g02840,,Vitvi06g00280,,,,Ribosomal protein L12 (RPL12C) 60S,,,K02870,vv23010Ribosome,vv30001ABA_signaling
9259,VIT_06s0004g02850,,Vitvi06g00281,,,,Aquaporin PIP2B,,,PIP2B,vv50101Channels_and_pores,
9260,VIT_06s0004g02870,,Vitvi06g00282,,,,Unknown protein,,,,,
9261,VIT_06s0004g02880,,Vitvi06g00283,,,,Receptor-like kinase,,,,,
9262,VIT_06s0004g02890,,Vitvi06g00284,,,,Protein disulfide-isomerase A1,,,K09580,vv24141Protein_processing_in_endoplasmic_reticulum,
9263,VIT_06s0004g02910,,Vitvi06g00287,,,,Ruv DNA-helicase,,,K04499,,
9264,VIT_06s0004g02920,,Vitvi06g00288,,,,YrdC,,,,,
9265,VIT_06s0004g02930,,Vitvi06g00289,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_21,vv60078Other_zf-C3HC4,
9266,VIT_06s0004g02940,,Vitvi06g00290,,,,Zinc finger (CCCH-type) family protein,,,CCCHFAM_27,vv60018C3H,
9267,VIT_06s0004g02950,,Vitvi06g00292,,,,Helicase conserved C-terminal domain containing protein,,,,,
9268,VIT_06s0004g02970,,Vitvi06g00294,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_22,vv60078Other_zf-C3HC4,
9269,VIT_06s0004g02980,,Vitvi06g00295,,,,Kelch repeat-containing F-box protein,,,,,
9270,VIT_06s0004g02990,,Vitvi06g00296,,,,GRIK2 (geminivirus rep  interacting  kinase 2),,,GRIK2,,
9271,VIT_06s0004g03000,,Vitvi06g00298,,,,SNO glutamine amidotransferase,,,K08681,vv10750Vitamin_B6_metabolism,
9272,VIT_06s0004g03010,,Vitvi06g00299,,,,Late embryogenesis abundant,,,,,
9273,VIT_06s0004g03020,,Vitvi06g00300,,,,Beta-galactosidase,,,E3_2_1_23,vv10052Galactose_metabolism,vv10511N-Glycan_degradation
9274,VIT_06s0004g03040,,Vitvi06g00302,,,,Transducin protein,,,,,
9275,VIT_06s0004g03050,,Vitvi06g00303,,,,fasciclin arabinogalactan-protein (FLA11),,,FLA11,vv40006Cell_wall,
9276,VIT_06s0004g03090,,Vitvi06g00306,,,,Syntaxin of plants SYP7,,,K08506,vv24130SNARE_interactions_in_vesicular_transport,
9277,VIT_06s0004g03110,,Vitvi06g00309,,,,Unknown,,,,,
9278,VIT_06s0004g03140,,Vitvi06g00312,,,,Isovaleryl-CoA-dehydrogenase (IVD),,,E1_3_99_10,vv10280Valine_leucine_and_isoleucine_degradation,
9279,VIT_06s0004g03150,,Vitvi06g00313,,,,Unknown protein,,,,,
9280,VIT_06s0004g03170,,Vitvi06g00314,,,,Transcription initiation factor TFIIH subunit H2,,,K03142,vv23022Basal_transcription_factors,vv23420Nucleotide_excision_repair
9281,VIT_06s0004g03180,,Vitvi06g00315,,,,Zinc finger (FYVE type),,,SIZ1_1,vv30009Flower_development,vv60048PHD
9282,VIT_06s0004g03190,,Vitvi06g00316,,,,Proteasome 20S beta subunit G1 (PBG1) (PRCH),,,K02736a,vv23050Proteasome,
9283,VIT_06s0004g03200,,Vitvi06g00317,,,,No hit,,,,,
9284,VIT_06s0004g03210,,Vitvi06g00318,,,,Unknown,,,,,
9285,VIT_06s0004g03220,,Vitvi06g00319,,,,Elongation factor 1-alpha 1,,,K03231,vv23013RNA_transport,
9286,VIT_06s0004g03230,,Vitvi06g00320,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,
9287,VIT_06s0004g03240,,Vitvi06g00321,,,,Elongation factor 1-alpha 1,,,K03231,vv23013RNA_transport,
9288,VIT_06s0004g03250,,Vitvi06g00322,,,,Protein disulfide isomerase,,,E5_3_4_1,,
9289,VIT_06s0004g03260,,Vitvi06g00323,,,,Cupin family protein,,,,,
9290,VIT_06s0004g03270,,Vitvi06g00325,,,,Unknown protein,,,,,
9291,VIT_06s0004g03280,,Vitvi06g00328,,,,Transcription initiation factor TFIID subunit D7,,,K14535,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23022Basal_transcription_factors
9292,VIT_06s0004g03290,,Vitvi06g00329,,,,MaoC-like dehydratase,,,,,
9293,VIT_06s0004g03300,,Vitvi06g00330,,,,2';3'-cyclic-nucleotide 3'-phosphodiesterase,,,,,
9294,VIT_06s0004g03310,,Vitvi06g00331,,,,Hydrolase; alpha/beta fold,,,,,
9295,VIT_06s0004g03320,,Vitvi06g00335,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_99,vv60078Other_zf-C3HC4,
9296,VIT_06s0004g03340,,Vitvi06g00337,,,,Ribose-5-phosphate isomerase,,,E5_3_1_6,vv10030Pentose_phosphate,vv10710Carbon_fixation
9297,VIT_06s0004g03360,,Vitvi06g00339,,,,Carbamoyl phosphate synthase large subunit,,,E6_3_5_5,vv10240Pyrimidine_metabolism,vv10251Glutamate_metabolism
9298,VIT_06s0004g03370,,Vitvi06g00340,,,,Unknown protein,,,,,
9299,VIT_06s0004g03380,,Vitvi06g00341,,,,TRNA-intron endonuclease,,,E3_1_27_9,,
9300,VIT_06s0004g03390,,Vitvi06g00342,,,,TET3 (tetraspanin3),,,,,
9301,VIT_06s0004g03410,,Vitvi06g00344,,,,Ribosomal protein S23 (RPS23B) 40S,,,K02973,vv23010Ribosome,
9302,VIT_06s0004g03420,,Vitvi06g00345,,,,Dof zinc finger protein DOF5.3,,,DOF5_3_2,vv60015C2C2-DOF,
9303,VIT_06s0004g03440,,Vitvi06g00347,,,,Ulp1 protease,,,,,
9304,VIT_06s0004g03450,,Vitvi06g00348,,,,V-type H+-transporting ATPase subunit I,,,K02154,vv10190Oxidative_phosphorylation,vv44145Phagosome
9305,VIT_06s0004g03460,,Vitvi06g00349,,,,Transducin protein,,,,,
9306,VIT_06s0004g03470,,Vitvi06g00350,,,,Unknown protein,,,,,
9307,VIT_06s0004g03480,,Vitvi06g00351,,,,No hit,,,,,
9308,VIT_06s0004g03510,,Vitvi06g00353,,,,TIR-NBS-TIR type disease resistance protein,,,,,
9309,VIT_06s0004g03520,,Vitvi06g00354,,,,Nitrate excretion transporter1,,,NAXT1,vv50122Porters_cat_7_to_17,
9310,VIT_06s0004g03540,,Vitvi06g00356,,,,MAPK (MPK3),,,MPK3,vv30008Ethylene_signaling,vv34626Plant-pathogen_interaction
9311,VIT_06s0004g03550,,Vitvi06g00358,,,,L-ascorbate peroxidase 1; cytosolic (APX1),,,E1_11_1_11,vv10053Ascorbate_and_aldarate_metabolism,
9312,VIT_06s0004g03570,,Vitvi06g00359,,,,No hit,,,,,
9313,VIT_06s0004g03590,,Vitvi06g00360,,,,TOE1 (target of eat1 1)  related to apetala2 7,,,RAP2_7TOE1,vv30008Ethylene_signaling,vv30009Flower_development
9314,VIT_06s0004g03600,,Vitvi06g00362,,,,DNA repair protein RAD51 homolog 2,,,K10869,vv23440Homologous_recombination,
9315,VIT_06s0004g03620,,Vitvi06g00365,,,,MAPK MPK13,,,MPK13,,
9316,VIT_06s0004g03630,,Vitvi06g00366,,,,HAD superfamily hydrolase,,,K07025,,
9317,VIT_06s0004g03640,,Vitvi06g00367,,,,Trans-2-enoyl-CoA reductase,,,E1_3_1_38,vv10062Fatty_acid_elongation_in_mitochondria,vv11040Biosynthesis_of_unsaturated_fatty_acids
9318,VIT_06s0004g03650,,Vitvi06g00368,,,,Pseudo-response regulator 7 (APRR7),,,APRR7_4,vv30007Cytokinin_signaling,vv34710Circadian_rhythm
9319,VIT_06s0004g03670,,Vitvi06g00369,,,,Protein kinase APK1B; chloroplast precursor,,,,,
9320,VIT_06s0004g03680,,Vitvi06g00371,,,,fringe-related protein,,,K05948,,
9321,VIT_06s0004g03690,,Vitvi06g00372,,,,Glutathione S-transferase GSTO1,,,E2_5_1_18_GSTO1,vv10480Glutathione_metabolism,
9322,VIT_06s0004g03700,,Vitvi06g00374,,,,Phototropin-1,,,PHOT1,vv50101Channels_and_pores,
9323,VIT_06s0004g03710,,Vitvi06g00375,,,,PRLI-interacting factor G,,,,,
9324,VIT_06s0004g03730,,Vitvi06g00376,,,,DNA-directed RNA polymerase III subunit C1,,,K03018,vv23020RNA_polymerase,
9325,VIT_06s0004g03770,,Vitvi06g00379,,,,Embryo-specific protein,,,,,
9326,VIT_06s0004g03790,,Vitvi06g00381,,,,NOX,,,K08008,vv34020Calcium_signaling_pathway,vv50105Transport_electron_carriers
9327,VIT_06s0004g03800,,Vitvi06g00382,,,,DNA-binding protein,,,,,
9328,VIT_06s0004g03810,,Vitvi06g00383,,,,Kinesin motor protein,,,KMOTOR,vv44810Regulation_of_actin_cytoskeleton,
9329,VIT_06s0004g03880,,Vitvi06g00384,,,,Ribonuclease P/MRP protein subunit RPP1,,,K03539,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23013RNA_transport
9330,VIT_06s0004g03890,,Vitvi06g00385,,,,Histone H4,,,,,
9331,VIT_06s0004g03900,,Vitvi06g00386,,,,Calcium-transporting ATPase 1; endoplasmic reticulum-type ECA1,,,K01537,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
9332,VIT_06s0004g03910,,Vitvi06g00387,,,,Unknown protein,,,,,
9333,VIT_06s0004g03920,,Vitvi06g00388,,,,Pto serine/threonine kinase,,,K13435,vv34626Plant-pathogen_interaction,
9334,VIT_06s0004g03940,,Vitvi06g00389,,,,CCR4-NOT transcription complex subunit 2,,,K12605,vv23018RNA_degradation,
9335,VIT_06s0004g03960,,Vitvi06g00391,,,,Leucine-rich repeat protein kinase,,,,,
9336,VIT_06s0004g03970,,Vitvi06g00392,,,,Unknown protein,,,,,
9337,VIT_06s0004g03980,,Vitvi06g00393,,,,Ankyrin,,,K10380,vv50108Accessory_factors_involved_in_transport,
